label,summary,avg_vector
0,insulin inject use type human,"[-2.18138360e-02  3.28917490e-03  3.44775153e-03 -4.69761967e-02
 -1.63573890e-02  2.07782803e-02  1.10037808e-02 -7.96198110e-03
 -2.52026320e-02 -3.24484516e-01  3.95799874e-02  5.93880594e-02
 -3.54078942e-02  3.71689310e-02  2.32656219e-02  4.55192933e-02
 -7.04877473e-02  1.50260285e-02 -4.47091215e-03  3.34696619e-02
 -8.96720979e-03  6.06144519e-02  3.99783127e-02  1.59729151e-02
 -3.03128832e-02  1.01177396e-02 -9.62585833e-03 -2.57169343e-02
 -1.15420336e-02 -1.77713529e-02 -1.38605053e-02  6.12644288e-02
 -3.25633228e-02 -1.56775091e-02 -4.05562535e-01  4.23860649e-02
  2.45980801e-02  7.29376443e-03 -3.66854989e-02  1.53408411e-02
  1.61613250e-02 -3.78210741e-02 -1.74188391e-02 -1.13734675e-02
 -2.32794565e-02  1.91656080e-02  6.49329480e-02  3.80821346e-02
 -3.52894165e-02  2.75843191e-02  2.06668942e-02  4.01235982e-03
 -5.48633594e-03 -1.30566499e-02 -2.42192937e-02  6.48327265e-02
  5.10791625e-02  3.22164373e-02  3.35044050e-02  3.19485721e-02
  4.63304656e-02  7.14268817e-03  2.29683098e-02  2.69347296e-02
 -3.63042687e-02 -5.66686448e-02  3.12448132e-02  1.78170053e-02
  1.17889275e-02 -3.70410505e-02  1.11677501e-03  4.49770486e-02
  7.74220699e-03  6.95695122e-02  2.30445586e-02 -1.14513565e-02
  4.75301035e-02 -9.81259457e-03 -2.72076945e-02 -3.71747587e-02
 -4.71054095e-02 -2.52889020e-02  3.83450436e-02  1.04521985e-02
  4.99388176e-03  3.50070821e-02  1.84639323e-02  8.26714062e-02
  1.15937526e-02 -2.32427812e-02 -8.15934758e-03  3.92404761e-02
 -3.43787856e-02 -3.56985450e-02  2.34771096e-02  1.05918133e-02
 -3.28287256e-01  3.13829396e-02 -4.64496558e-02 -3.89846564e-02
  3.38184613e-02  3.05015057e-02  1.12491021e-02 -3.66307448e-02
 -3.10352049e-02 -3.48080362e-02  3.66671643e-02  4.06468034e-02
 -4.30461039e-02  3.25358384e-02 -1.27194917e-02 -3.64522466e-02
 -2.77748342e-02 -4.03017215e-02  1.20902711e-02  3.22901919e-02
 -3.55651796e-02  1.44707575e-02  2.89268106e-02 -6.67460689e-02
  1.08560485e-02 -3.90586961e-02  3.30346414e-02  5.08352466e-02
 -5.93047752e-03 -2.89875227e-02 -7.94025795e-03  6.48806545e-02
  1.46451116e-02 -1.60954290e-02  2.98523742e-02 -1.70127590e-02
  2.46960398e-02  1.87651711e-02 -8.29649557e-02  1.55324576e-02
  7.17120945e-03 -1.72172712e-02  2.20592168e-04  2.19267005e-02
 -3.17254506e-02  1.21134152e-02  1.74330695e-03  2.78228558e-02
 -6.81232698e-02 -5.55704014e-02 -1.06954823e-02  2.27703649e-02
 -7.82611827e-03  3.49622427e-02  2.83924567e-02 -5.11866484e-03
  2.79366636e-02 -1.98215030e-03  3.22675722e-02 -1.55454189e-02
 -2.31921906e-02  1.34719061e-02  6.73030899e-03 -2.57576940e-02
  4.84445619e-03 -2.43443750e-02 -4.07888944e-03  2.11324955e-03
 -3.12294667e-02  4.53595949e-02 -3.82113112e-02  4.06787994e-02
 -6.27101715e-03  2.00979768e-02  2.31180706e-02  5.62901943e-02
 -7.05345068e-02  3.19342319e-02 -2.32124064e-02  7.88433591e-03
 -1.51990538e-03  4.47442205e-02  3.18837634e-02  6.81875678e-02
  2.23810941e-02  2.92088756e-02 -5.06263217e-03 -1.27697344e-02
 -2.29394082e-02 -5.69400149e-02 -7.52758206e-02  6.13049057e-02
  7.05537858e-02  5.42049140e-02 -3.51799347e-03  2.80472292e-02
  4.35700677e-02  8.17549822e-03  2.43596577e-02 -1.66411695e-02
  2.06231095e-02 -1.26339683e-02  2.17174216e-02 -4.38609823e-02
  4.14148020e-01 -5.24709242e-03  1.72473717e-02  1.86663750e-02
  1.63908287e-02  1.28722525e-02 -2.01295829e-02  2.31948319e-02
 -4.91948097e-02 -7.56084689e-02 -6.88806062e-02 -2.01995984e-02
  1.88022853e-02 -3.95629235e-03 -8.40576201e-03  2.56603849e-02
  1.96495876e-02  4.30349169e-03  7.07606702e-03 -3.33445184e-02
  8.17462161e-03 -1.86830586e-02 -4.02389058e-02  7.60095127e-02
  2.83494676e-03 -2.25901635e-02  2.92525058e-02  3.19873852e-02
 -2.25206006e-02  1.59813892e-03  4.59748787e-02 -4.17750673e-04
  8.38929680e-03 -1.42677727e-01  3.49022284e-02  2.13736772e-02
  2.89245258e-02 -3.40496534e-03 -9.32416637e-03 -1.01027215e-02
 -2.56195010e-02 -1.77539552e-02  6.14714553e-02  5.26818721e-02
 -1.72408930e-01 -2.77590005e-02  4.12660535e-02  3.44015865e-02
 -2.29049055e-02 -3.63520792e-02  2.25831328e-02 -3.68564875e-02
  4.63962899e-02 -2.23615861e-02  6.24807408e-02 -2.49039967e-02
 -8.17802049e-04 -2.16164074e-02  6.90315870e-02 -5.79883650e-03
 -2.11282474e-03 -3.66904595e-02 -1.26202403e-02  2.95793417e-02
  1.84851220e-02 -3.75748272e-02 -1.18510500e-02 -9.25242768e-03
  3.74961994e-02  1.93923927e-02  8.30343779e-03 -3.67875482e-02
 -1.28930416e-01  3.08642496e-02 -2.47391399e-02  6.08212415e-02
 -1.50499437e-01 -6.74574948e-03  3.34345013e-02 -3.38904717e-03
 -3.60696614e-02  1.09709303e-02  3.62411811e-03 -2.48482710e-02
 -1.02800593e-02  1.05841468e-01 -2.85474828e-02  2.20480988e-02
  5.35138384e-02 -1.74965531e-02 -7.69729568e-03 -3.22761978e-02
  4.19297285e-02 -1.41928233e-02  4.16212368e-02 -1.74761009e-02
  4.16258875e-03 -6.28499902e-02 -1.96396779e-02  2.78672801e-02]"
1,sugar blood one type insulin,"[-2.75124374e-02  1.62674604e-02  5.22668239e-03 -4.35960154e-02
 -1.35842345e-02  1.97876633e-02  8.81599323e-03 -1.12514153e-02
 -1.43350887e-02 -3.46448524e-01  4.06816705e-02  6.50170053e-02
 -2.87144994e-02  3.57352799e-02  2.74259886e-02  3.37257906e-02
 -6.05497922e-02  1.29363673e-02 -5.89248793e-03  3.44161092e-02
 -1.46890723e-02  7.46859582e-02  3.65218695e-02  1.40041713e-02
 -3.61989631e-02  6.28361604e-03 -7.06809881e-03 -2.91402152e-02
 -7.89946446e-03 -2.69135441e-02 -1.27829904e-02  6.47306011e-02
 -3.38956745e-02 -1.64818539e-02 -4.12412533e-01  3.40416340e-02
  1.40504214e-02  3.99983242e-03 -3.23908235e-02  7.35167345e-03
  1.36517609e-02 -3.77493421e-02 -1.61300025e-02 -5.69448247e-03
 -4.11512932e-03  1.78011001e-02  5.91246881e-02  3.71797769e-02
 -3.88284192e-02  2.50055086e-02  2.66631059e-02  3.24978832e-03
  1.54095432e-03 -1.19472727e-02 -2.63758124e-02  5.36958494e-02
  2.83404605e-02  3.14692174e-02  3.58233618e-02 -2.29440417e-02
  4.55543396e-02  1.71041499e-03  2.47311537e-02  3.91499086e-02
 -3.68185410e-02 -5.98858231e-02  3.67978291e-02  3.87858116e-02
  1.24040842e-02 -2.50839093e-02  7.20369959e-03  2.15635909e-03
  3.82363961e-03  5.81577949e-02  8.32389402e-03 -1.16954023e-02
  4.09181683e-02  1.09119357e-02 -3.02657780e-02 -3.75792107e-02
 -3.57887729e-02 -1.45072835e-02  3.63405825e-02  8.64198620e-03
 -1.08887747e-03  2.50485983e-02  6.48979562e-04  7.38847021e-02
  1.99071309e-02 -1.14370214e-02 -2.50581605e-02  4.37527864e-02
 -3.57155641e-02 -3.85284034e-02  2.23601775e-02  1.71137961e-02
 -2.77906657e-01  2.39737734e-02 -1.20960101e-02 -3.93299323e-02
  2.81897785e-02  1.95348147e-02  1.42533110e-02 -2.95218213e-02
 -3.29614209e-02 -3.27888230e-02  4.14718818e-02  3.41169351e-02
 -3.40853495e-02  2.32788741e-02  1.07634100e-02 -4.16765527e-02
 -2.54174701e-02 -4.26630346e-02  2.64024881e-02  2.59504570e-02
 -2.64716377e-02  1.29740681e-02  2.78374875e-02 -3.70224424e-02
  1.63734768e-02 -4.93274870e-02  2.73650406e-02  4.76596464e-02
 -1.45931862e-02 -3.33139377e-02  4.30987720e-03  5.19081177e-02
  1.69313478e-02 -1.22849961e-02  2.48991980e-02 -7.20650952e-03
  1.98335448e-02  1.76603729e-02 -4.34554620e-02  1.76655763e-02
 -1.06531162e-02 -9.85826110e-03 -7.18125414e-03  2.99250968e-02
 -2.13684140e-02  9.90771684e-03  2.05768062e-02  4.12230911e-02
 -6.56825271e-02 -3.97863503e-02 -1.34616723e-02  3.34520936e-02
 -1.62265186e-02  3.27610053e-02  3.29430470e-02 -9.67721480e-03
  3.41082520e-02 -6.90124098e-03  4.13043562e-02 -5.42956921e-03
 -1.94836989e-02  1.06651150e-02  3.90183906e-02 -2.36496765e-02
  1.43781151e-02 -1.93500769e-02  7.91174483e-03 -1.25770442e-02
 -2.20398798e-02  4.12586709e-02 -2.50734406e-02  3.45236921e-02
  2.37113508e-03  3.89131945e-02  2.44700060e-02  5.74091011e-02
 -8.37996509e-02  2.41838790e-02 -1.80736040e-02  7.36464189e-03
 -1.24174221e-02  3.40489399e-02  2.81475163e-02  5.98730120e-02
  1.89971754e-02  2.23797437e-02  8.90802435e-03 -7.73739175e-03
 -2.56304321e-02 -4.46253498e-02 -4.11959283e-02  4.81394618e-02
  5.43471456e-02  4.09556572e-02 -8.31423810e-03  2.68576253e-02
  4.15052418e-02  1.12202835e-02  2.18080467e-02 -1.73204342e-02
  2.22650701e-02 -1.30004489e-02  2.60833555e-02 -3.09196133e-02
  4.18585668e-01  2.37352729e-03  2.09116740e-02  2.08729049e-02
  8.46335722e-03  8.16909294e-03 -1.08483337e-02  1.86295651e-02
 -3.92108360e-02 -8.72311629e-02 -5.27803695e-02 -3.33469637e-02
  2.30448181e-02 -6.48959430e-03  4.60916226e-03  2.62743337e-02
  4.44733042e-02  5.07955496e-03  1.49418740e-02 -1.99801686e-02
  1.07897287e-02 -1.78843975e-02 -2.75014928e-02  4.91606131e-02
  7.51527678e-03 -2.08602904e-02  2.80222742e-02  3.47230929e-02
 -1.57190295e-02  2.70427184e-05  3.32288530e-02 -2.08128958e-02
  2.28737710e-02 -1.21129358e-01  4.21503087e-02  3.15765479e-02
  2.59884923e-02 -4.86529343e-03 -1.76840954e-02 -1.98712758e-02
 -7.59829642e-03  2.04749869e-03  5.81870512e-02  4.48503819e-02
 -1.72891163e-01 -2.50580011e-02  3.48584664e-02  2.45656427e-02
 -1.40403873e-02 -3.42022805e-02  2.42568437e-02 -2.45864546e-02
  4.34142740e-02 -4.94513429e-03  8.95373172e-02 -1.78627929e-02
 -3.90744824e-04 -2.67896124e-02  4.80025624e-02 -2.09793560e-03
  3.57469202e-03 -4.23376167e-02  4.85743890e-03  2.36684534e-02
  1.07341005e-02 -2.14571964e-02 -5.31855130e-03 -1.45143890e-02
  4.48274940e-02  1.50700542e-02 -1.80370933e-04 -3.16561685e-02
 -9.14525996e-02  2.45181080e-02 -1.66753184e-02  3.86435958e-02
 -3.42300000e-01 -5.28321229e-03  3.72196824e-02 -9.33299502e-03
 -2.93122632e-02 -9.70669664e-03  6.83931004e-03 -1.97475912e-02
 -2.02378700e-02  8.66999923e-02 -2.43238525e-02  1.62586578e-02
  1.84991012e-02 -1.74596711e-02  5.01495653e-03 -3.10535629e-02
  2.95077506e-02 -1.35975840e-02  3.99658582e-02 -4.30208137e-02
  6.27633061e-03 -4.88457013e-02 -2.05013359e-02  2.42979958e-02]"
2,diseas communic type curabl chronic,"[-3.23104446e-02  1.26898705e-02 -1.07038005e-03 -4.39174897e-02
 -1.11993916e-02  1.77005114e-02  3.74141994e-03 -1.01899733e-02
 -1.26523854e-02 -3.35034850e-01  4.23779767e-02  5.82484952e-02
 -5.08407496e-02  2.56698866e-02  3.01674203e-02  3.68980794e-02
 -6.43478409e-02  6.49662332e-03 -1.09265714e-02  5.86954875e-02
 -2.20923675e-02  6.79073539e-02  2.81736910e-02  1.29660011e-02
 -3.49500537e-02  1.41154534e-02 -5.75488712e-03 -2.76567809e-02
 -1.03612723e-02 -3.12991760e-02 -1.94918286e-02  6.20218925e-02
 -3.19692122e-02 -3.64398109e-02 -4.07051543e-01  3.53205764e-02
  2.45203229e-02  3.30117628e-03 -3.62054307e-02  9.63889099e-03
  2.14975741e-02 -4.27258316e-02 -2.06911001e-02  2.76966669e-03
 -2.01202650e-03  2.28208486e-02  4.84078740e-02  3.92769511e-02
 -4.21231563e-02  2.60112009e-02  1.92863650e-02  8.67098520e-03
  1.45347956e-02 -2.55459512e-02 -1.38275193e-02  5.62965678e-02
  3.38982657e-02  2.79594824e-02  3.48159593e-02 -2.01192195e-02
  4.42820775e-02  8.20094417e-03  2.77243643e-02  4.05771503e-02
 -4.78665026e-02 -5.35280010e-02  4.74354663e-02  2.69559740e-02
  7.14153771e-03 -3.92714406e-02  6.18692289e-03  7.16755356e-03
  2.31378046e-02  6.04463203e-02 -8.95726735e-03 -8.73344981e-03
  5.25496379e-02  1.99982873e-02 -3.30418429e-02 -2.37267154e-02
 -4.09048354e-02 -1.80948326e-02  3.10074699e-02  2.26602638e-02
  3.97422173e-03  4.20644671e-02  2.64869834e-02  7.46081641e-02
  9.53974483e-03 -1.95819276e-02 -2.33845569e-02  2.59350181e-02
 -2.81101098e-02 -3.78298297e-02  2.54168965e-02  1.43865087e-02
 -3.00769396e-01  2.54427788e-02 -1.32210561e-02 -3.63520994e-02
  3.87587458e-02  2.31659791e-02  3.29440392e-02 -3.53264034e-02
 -4.76883728e-02 -5.42032218e-03  3.45506972e-02  4.43849951e-02
 -3.66866697e-02  2.76854895e-02 -9.67872274e-03 -5.96103401e-02
 -3.72979974e-02 -5.15845129e-02  2.13059163e-02  1.62423134e-02
 -3.34662622e-02  1.29115744e-02  3.46935072e-02 -4.72424445e-02
  1.76300098e-03 -4.55575868e-02  2.64623363e-02  4.64950668e-02
 -4.65760451e-03 -4.72508275e-02  4.55302178e-03  6.32360698e-02
  6.77029629e-03 -2.13905042e-02  2.72913328e-03 -4.77547921e-03
  2.98455466e-02  6.99829713e-03 -4.29872668e-02  1.36077638e-02
 -1.14541336e-02 -4.92861820e-03 -7.57692670e-03  2.31670307e-02
 -3.03861103e-02  7.16792873e-03  1.93401458e-02  3.47350745e-02
 -6.16367232e-02 -5.01443258e-02 -1.26688254e-02  3.18848209e-02
 -1.03154842e-02  2.51169226e-02  3.54309450e-02 -3.43180536e-02
  2.65581663e-02  6.29083196e-03  4.55139380e-02 -6.04430753e-03
 -2.63056628e-02  2.55494697e-02  3.87135891e-02 -3.20830178e-02
  3.19300629e-03 -1.32995989e-02 -3.63472431e-03 -4.43914397e-03
 -3.08244464e-02  3.83324589e-02 -2.68712911e-02  2.03766778e-02
  2.81056784e-03  4.62367403e-02  2.50626256e-02  4.84200176e-02
 -6.53464354e-02  4.39529674e-02 -2.67659221e-02  6.27707737e-04
 -2.61680686e-03  2.18389944e-02  3.07821935e-02  5.50396378e-02
  5.81412095e-03  3.27255975e-02  9.88537041e-03 -9.39115218e-03
 -3.16685543e-02 -4.43681852e-02 -7.29800689e-02  4.30252004e-02
  4.12736748e-02  4.95979356e-02 -2.08563392e-02  2.62069841e-02
  3.58774444e-02  8.67149177e-03  1.77476653e-02 -1.18208570e-02
  2.97021119e-02 -2.12704126e-02  1.88637726e-02 -2.05092948e-02
  4.15479822e-01 -5.38387709e-03  2.79683237e-03  4.77754855e-03
  4.22556673e-02  2.68935375e-02 -1.41244608e-02  1.79715307e-03
 -3.37985735e-02 -8.83317492e-02 -5.51979139e-02 -2.19702694e-02
  2.42106434e-02 -9.05105272e-03  8.94850060e-03 -1.01490996e-04
  9.31770501e-02  3.19977204e-03  2.53512703e-02 -3.72054878e-02
  7.58416997e-03 -1.88503136e-02 -3.72272026e-02  6.17629839e-02
  4.14605289e-03 -2.10117883e-02  2.72240131e-02  2.59342299e-02
 -9.66109248e-03  2.15103529e-02  2.70104009e-02 -3.04721854e-02
  1.15295876e-02 -1.23888615e-01  6.36520436e-03  2.44013269e-02
  2.86187094e-02  1.50401083e-02 -1.06025670e-02 -1.33364889e-02
  2.49118042e-02 -2.71293633e-02  7.25640277e-02  5.14497313e-02
 -1.98841679e-01 -2.04783557e-03  4.02261681e-02  1.49303661e-02
 -1.39301019e-02 -1.38411261e-02  2.08619240e-02 -3.80705408e-02
  3.15467461e-02 -2.92014602e-03  1.10602377e-01 -2.19659856e-02
  1.49884475e-02 -2.19988301e-02  7.51022969e-02  9.23983656e-03
  5.44259280e-03 -5.34164513e-02  2.49170807e-03  2.75652262e-02
 -5.27674002e-03 -1.55598247e-02  3.12318086e-03 -1.38881650e-02
  3.56935805e-02  9.87561775e-03  1.80326973e-02 -3.50839120e-02
 -1.17890937e-01  2.36048249e-02 -3.51898073e-04  4.38708236e-02
 -2.15811087e-01 -1.46085318e-02  3.76672007e-02  6.84991439e-04
 -3.30340361e-02 -6.50635743e-03  2.04095926e-02 -1.59648628e-02
 -3.34655607e-02  9.35286838e-02 -3.16043184e-02  4.57280734e-03
  3.66234012e-02 -3.10954692e-02  1.37988610e-03 -3.35928167e-02
  4.71976254e-02 -3.16595583e-03  4.45988798e-02 -3.35883031e-03
  1.20002441e-02 -7.72550517e-02 -1.46496240e-02 -1.20537273e-02]"
3,find recip food diet list,"[-3.81548342e-02  4.05071075e-03  2.28337953e-02 -4.20627374e-02
 -1.93710936e-03  2.61139878e-02  9.24583734e-03 -1.49582341e-02
 -6.12926187e-03 -3.39668441e-01  4.41832847e-02  5.08674936e-02
 -1.96198964e-02  5.52554131e-02  3.64215079e-02  2.57865838e-02
 -7.50385432e-02  5.65414119e-03 -2.45154150e-03  1.83379391e-03
 -6.68381545e-05  6.44363779e-02  3.18705118e-02  2.81796870e-02
 -3.54422019e-02  6.62856423e-03 -2.64506093e-02 -2.19491041e-02
 -1.10692462e-02 -1.57277416e-02 -1.90537685e-02  7.16429450e-02
 -3.96146150e-02 -8.25322718e-03 -4.20504193e-01  3.45585024e-02
  2.12534483e-02  1.38721800e-02 -3.75677131e-02 -9.65748230e-03
  1.43976334e-02 -3.41998190e-02  1.56459916e-02  1.74230058e-02
 -1.49334727e-02  1.44587595e-02  7.57571557e-02  2.95686477e-02
 -5.67287639e-02  2.75876228e-02  2.53393693e-02 -4.49556674e-04
  2.94133939e-02 -2.56003771e-02 -3.01594438e-02  6.18890448e-02
  1.98988306e-03  1.97866261e-02  2.82132353e-02 -3.34819197e-02
  5.11740272e-02 -7.32929410e-03  4.02020434e-02  1.01856454e-02
 -3.86953510e-02 -5.81927001e-02  4.44615455e-02  4.77422604e-02
  6.74264133e-03 -2.43901423e-02  1.02320358e-02  3.42233217e-02
  5.01241591e-03  4.83190791e-02 -3.28136798e-02  4.51643029e-03
  4.45291336e-02  4.11186325e-02 -4.38454470e-02 -3.66718880e-02
 -2.25425357e-02 -6.20526464e-03  1.98878801e-02  9.00083015e-03
  1.00659235e-02  1.05174346e-02  1.06688900e-04  7.04149869e-02
  2.37062835e-02 -3.26912743e-02 -1.21892190e-02  1.63385248e-02
 -3.01955164e-02 -5.24396998e-02  4.28229526e-03  1.81115566e-02
 -2.75426709e-01  3.84693484e-02 -3.15474171e-02 -2.59838257e-02
  2.96882984e-02  1.16441401e-02  1.14888250e-02 -4.57670234e-02
 -2.28871907e-02 -5.66539990e-02  3.84091443e-02  4.02454641e-02
 -3.63768081e-02  1.63852445e-02  3.39483031e-02 -4.80965076e-02
 -2.26975187e-02 -4.67459475e-02  3.18825947e-02  1.53556732e-02
 -4.19242738e-02  1.40976725e-02  5.03218456e-02 -2.51252682e-02
  1.19079424e-02 -3.44666775e-02  3.29817340e-02  2.60056662e-02
 -1.89822014e-02 -1.67509459e-02  1.22421242e-02  6.03545287e-02
  1.03404292e-02 -5.88288909e-03 -1.16399544e-02 -6.31994664e-03
  1.18208130e-02  3.04512662e-02 -1.25130219e-02  2.29301363e-03
 -1.93949459e-02  1.45758066e-03 -7.91811745e-03  2.62904483e-02
 -3.06006589e-02  1.06969292e-02  4.24538480e-02  3.17222876e-02
 -6.05200277e-02 -2.76061234e-02 -1.17448939e-02  2.00371095e-02
 -2.00989229e-02  2.00477537e-02  2.65693781e-02 -9.39133699e-03
  2.72401779e-02 -1.09163320e-02  3.73447156e-02 -1.92284192e-02
 -4.30831261e-02  2.47440598e-03  1.36847313e-02 -2.85452865e-02
  8.39469409e-03 -1.61847602e-02 -9.25970280e-03 -2.14304888e-02
 -2.42700898e-02  3.99447670e-02 -1.95303115e-02  3.51975982e-02
 -7.17401400e-03  2.45981242e-02  1.81794410e-02  2.62569169e-02
 -8.50772184e-02  3.27160915e-02 -1.69910489e-02  1.81734155e-02
  2.93277029e-03  2.48468609e-02  2.88216982e-02  5.57660451e-02
 -2.03703282e-02  3.22273755e-02  8.82073493e-03 -2.44042615e-02
 -3.25571518e-02 -4.30707453e-02 -3.61262498e-02  5.82869410e-02
  8.82336688e-02  2.48298998e-02 -1.73893373e-02  4.63283698e-02
  2.23055881e-02  1.62156025e-02  2.86574937e-02 -4.23833793e-03
  3.27907406e-02 -6.28737148e-03  2.77587072e-02 -1.33163872e-02
  4.14431519e-01 -1.26102555e-02  3.54896549e-02  2.13388118e-02
  1.13858788e-02  2.92600863e-02 -9.08916877e-03  1.41343386e-02
 -3.35398243e-02 -1.11033557e-01 -4.51811283e-02 -6.54505273e-02
  3.87593175e-02 -1.24484784e-03  7.61614262e-03  4.10029786e-02
  6.97336756e-02  1.37827685e-02  2.14960070e-02 -2.02878119e-02
  4.89915417e-02 -2.84099639e-03 -3.68887576e-02  4.01094202e-02
  1.25599700e-02 -2.87369281e-02  3.67209387e-02  5.98491298e-02
 -1.33937679e-02 -3.60841847e-03  2.38501874e-03 -4.14996096e-03
  2.52456955e-02 -1.32004048e-01  8.05836818e-02  4.38929630e-02
  3.81844943e-02 -2.28979152e-02 -2.78306978e-02 -2.70678375e-02
 -1.33587244e-02  5.34293965e-03  6.27614702e-02  5.75150559e-02
 -1.63445708e-01 -3.86916045e-02  2.99607489e-02  1.74095844e-02
 -5.11830873e-03 -2.21558501e-02  3.88546780e-02 -2.21838992e-02
  5.72930993e-02 -1.20131557e-02  2.93983608e-02 -2.42448662e-02
  2.36389791e-03 -3.14022657e-02  2.87842572e-02  9.55259657e-03
  1.10893862e-02 -3.78296413e-02  1.49725488e-02  1.69390607e-02
  1.37341867e-02 -2.98251128e-02 -7.59952270e-03 -1.10434834e-02
  5.71188990e-02  1.39593277e-02 -2.47950169e-02 -2.45057774e-02
 -9.33648389e-02  3.44511225e-02 -1.44022667e-02  3.56035826e-02
 -2.32845501e-01  3.80694347e-03  3.02437162e-02 -2.75976406e-02
 -2.62601379e-02 -1.88857984e-02 -9.34084689e-03 -3.52389645e-02
 -1.06640736e-02  8.85826499e-02 -1.13156702e-02  9.08140547e-03
  3.01861825e-02 -2.06651212e-02  7.64616650e-03 -3.22560593e-02
  3.11944602e-02 -3.37958138e-02  3.87240242e-02 -4.99015702e-02
 -8.12441662e-04 -5.58792628e-02 -1.95355308e-02  1.67372260e-02]"
